pub_date	title	venue	excerpt	citation	url_slug	paper_url
2021-05-11	It’s A Whole Vibe: testing evaluations of grammatical and ungrammatical AAE on Twitter	Linguistics Vanguard	Holliday, N., & Tano, M. (2021). &quot;It’s a Whole Vibe”: testing evaluations of grammatical and ungrammatical AAE on Twitter.&quot; <i>Linguistics Vanguard</i>, 7(1). 
2022-06-30  Black Students’ Linguistic Agency: An Evidenced-Based Guide for Instructors and Students  American Speech	 Franz, H., Charity Hudley, A., Rowell, A., Johnson, S., Tano, M. & Grue, M. (2022). &quot;Black Students’ Linguistic Agency: An Evidenced-Based Guide for Instructors and Students American Speech.&quot; <i>American Speech</i>. 
